# Renewables.ninja Wind power (Point API) - 64.261, 26.188 - Version: 1.1 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068,,,,,,,,,,,,
# Units: time in UTC, local_time in Europe/Helsinki, electricity in kW,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Europe/Helsinki"""," ""electricity"": ""kW""}"," ""params"": {""local_time"": ""true"""," ""header"": ""true"""," ""lat"": ""64.26078"""," ""lon"": ""26.18841"""," ""date_from"": ""2019-01-01"""," ""date_to"": ""2019-12-31"""," ""dataset"": ""merra2"""," ""capacity"": ""1"""," ""height"": ""80"""," ""turbine"": ""Vestas V90 2000"""," ""raw"": ""false""}}"
time,local_time,electricity_onshore,electricity_offshore,,,,,,,,,,
1/14/2019 20:00,1/14/2019 22:00,0.257,0.4544,,,,,,,,,,
1/14/2019 21:00,1/14/2019 23:00,0.235,0.4703,,,,,,,,,,
1/14/2019 22:00,1/15/2019 0:00,0.216,0.4728,,,,,,,,,,
1/14/2019 23:00,1/15/2019 1:00,0.2,0.4683,,,,,,,,,,
1/15/2019 0:00,1/15/2019 2:00,0.181,0.4787,,,,,,,,,,
1/15/2019 1:00,1/15/2019 3:00,0.164,0.4965,,,,,,,,,,
1/15/2019 2:00,1/15/2019 4:00,0.151,0.5039,,,,,,,,,,
1/15/2019 3:00,1/15/2019 5:00,0.155,0.5159,,,,,,,,,,
1/15/2019 4:00,1/15/2019 6:00,0.158,0.5187,,,,,,,,,,
1/15/2019 5:00,1/15/2019 7:00,0.156,0.5077,,,,,,,,,,
1/15/2019 6:00,1/15/2019 8:00,0.152,0.4909,,,,,,,,,,
1/15/2019 7:00,1/15/2019 9:00,0.151,0.4733,,,,,,,,,,
1/15/2019 8:00,1/15/2019 10:00,0.142,0.4536,,,,,,,,,,
1/15/2019 9:00,1/15/2019 11:00,0.124,0.4145,,,,,,,,,,
1/15/2019 10:00,1/15/2019 12:00,0.11,0.3962,,,,,,,,,,
1/15/2019 11:00,1/15/2019 13:00,0.113,0.3744,,,,,,,,,,
1/15/2019 12:00,1/15/2019 14:00,0.126,0.3585,,,,,,,,,,
1/15/2019 13:00,1/15/2019 15:00,0.133,0.3568,,,,,,,,,,
1/15/2019 14:00,1/15/2019 16:00,0.123,0.3578,,,,,,,,,,
1/15/2019 15:00,1/15/2019 17:00,0.112,0.3616,,,,,,,,,,
1/15/2019 16:00,1/15/2019 18:00,0.106,0.3612,,,,,,,,,,
1/15/2019 17:00,1/15/2019 19:00,0.105,0.3642,,,,,,,,,,
1/15/2019 18:00,1/15/2019 20:00,0.108,0.3537,,,,,,,,,,
1/15/2019 19:00,1/15/2019 21:00,0.113,0.3648,,,,,,,,,,
1/15/2019 20:00,1/15/2019 22:00,0.119,0.3646,,,,,,,,,,
1/15/2019 21:00,1/15/2019 23:00,0.128,0.3587,,,,,,,,,,
1/15/2019 22:00,1/16/2019 0:00,0.137,0.3613,,,,,,,,,,
1/15/2019 23:00,1/16/2019 1:00,0.155,0.3673,,,,,,,,,,
1/16/2019 0:00,1/16/2019 2:00,0.172,0.3393,,,,,,,,,,
1/16/2019 1:00,1/16/2019 3:00,0.192,0.3081,,,,,,,,,,
1/16/2019 2:00,1/16/2019 4:00,0.205,0.2859,,,,,,,,,,
1/16/2019 3:00,1/16/2019 5:00,0.198,0.2537,,,,,,,,,,
1/16/2019 4:00,1/16/2019 6:00,0.218,0.2167,,,,,,,,,,
1/16/2019 5:00,1/16/2019 7:00,0.207,0.1937,,,,,,,,,,
1/16/2019 6:00,1/16/2019 8:00,0.228,0.162,,,,,,,,,,
1/16/2019 7:00,1/16/2019 9:00,0.244,0.1194,,,,,,,,,,
1/16/2019 8:00,1/16/2019 10:00,0.252,0.0987,,,,,,,,,,
1/16/2019 9:00,1/16/2019 11:00,0.245,0.0605,,,,,,,,,,
1/16/2019 10:00,1/16/2019 12:00,0.213,0.0411,,,,,,,,,,
1/16/2019 11:00,1/16/2019 13:00,0.212,0.0392,,,,,,,,,,
1/16/2019 12:00,1/16/2019 14:00,0.233,0.0454,,,,,,,,,,
1/16/2019 13:00,1/16/2019 15:00,0.272,0.0599,,,,,,,,,,
1/16/2019 14:00,1/16/2019 16:00,0.227,0.1053,,,,,,,,,,
1/16/2019 15:00,1/16/2019 17:00,0.238,0.1732,,,,,,,,,,
1/16/2019 16:00,1/16/2019 18:00,0.218,0.2354,,,,,,,,,,
1/16/2019 17:00,1/16/2019 19:00,0.202,0.2513,,,,,,,,,,
1/16/2019 18:00,1/16/2019 20:00,0.176,0.2879,,,,,,,,,,
1/16/2019 19:00,1/16/2019 21:00,0.148,0.3313,,,,,,,,,,
1/16/2019 20:00,1/16/2019 22:00,0.132,0.3708,,,,,,,,,,
1/16/2019 21:00,1/16/2019 23:00,0.115,0.3992,,,,,,,,,,
1/16/2019 22:00,1/17/2019 0:00,0.095,0.4258,,,,,,,,,,
1/16/2019 23:00,1/17/2019 1:00,0.077,0.4479,,,,,,,,,,
1/17/2019 0:00,1/17/2019 2:00,0.056,0.4566,,,,,,,,,,
1/17/2019 1:00,1/17/2019 3:00,0.038,0.4606,,,,,,,,,,
1/17/2019 2:00,1/17/2019 4:00,0.033,0.4591,,,,,,,,,,
1/17/2019 3:00,1/17/2019 5:00,0.03,0.4553,,,,,,,,,,
1/17/2019 4:00,1/17/2019 6:00,0.024,0.4604,,,,,,,,,,
1/17/2019 5:00,1/17/2019 7:00,0.02,0.4675,,,,,,,,,,
1/17/2019 6:00,1/17/2019 8:00,0.028,0.4621,,,,,,,,,,
1/17/2019 7:00,1/17/2019 9:00,0.041,0.4461,,,,,,,,,,
1/17/2019 8:00,1/17/2019 10:00,0.05,0.4354,,,,,,,,,,
1/17/2019 9:00,1/17/2019 11:00,0.055,0.4327,,,,,,,,,,
1/17/2019 10:00,1/17/2019 12:00,0.055,0.4084,,,,,,,,,,
1/17/2019 11:00,1/17/2019 13:00,0.058,0.3861,,,,,,,,,,
1/17/2019 12:00,1/17/2019 14:00,0.068,0.3708,,,,,,,,,,
1/17/2019 13:00,1/17/2019 15:00,0.081,0.3408,,,,,,,,,,
1/17/2019 14:00,1/17/2019 16:00,0.088,0.2975,,,,,,,,,,
1/17/2019 15:00,1/17/2019 17:00,0.092,0.2765,,,,,,,,,,
1/17/2019 16:00,1/17/2019 18:00,0.098,0.2793,,,,,,,,,,
1/17/2019 17:00,1/17/2019 19:00,0.107,0.2882,,,,,,,,,,
1/17/2019 18:00,1/17/2019 20:00,0.116,0.2981,,,,,,,,,,
1/17/2019 19:00,1/17/2019 21:00,0.112,0.3194,,,,,,,,,,
1/17/2019 20:00,1/17/2019 22:00,0.118,0.3434,,,,,,,,,,
1/17/2019 21:00,1/17/2019 23:00,0.121,0.3601,,,,,,,,,,
1/17/2019 22:00,1/18/2019 0:00,0.121,0.3706,,,,,,,,,,
1/17/2019 23:00,1/18/2019 1:00,0.118,0.3806,,,,,,,,,,
1/18/2019 0:00,1/18/2019 2:00,0.094,0.3628,,,,,,,,,,
1/18/2019 1:00,1/18/2019 3:00,0.097,0.3294,,,,,,,,,,
1/18/2019 2:00,1/18/2019 4:00,0.103,0.3015,,,,,,,,,,
1/18/2019 3:00,1/18/2019 5:00,0.104,0.2692,,,,,,,,,,
1/18/2019 4:00,1/18/2019 6:00,0.114,0.2556,,,,,,,,,,
1/18/2019 5:00,1/18/2019 7:00,0.126,0.239,,,,,,,,,,
1/18/2019 6:00,1/18/2019 8:00,0.136,0.2364,,,,,,,,,,
1/18/2019 7:00,1/18/2019 9:00,0.137,0.2363,,,,,,,,,,
1/18/2019 8:00,1/18/2019 10:00,0.125,0.2187,,,,,,,,,,
1/18/2019 9:00,1/18/2019 11:00,0.108,0.1881,,,,,,,,,,
1/18/2019 10:00,1/18/2019 12:00,0.101,0.162,,,,,,,,,,
1/18/2019 11:00,1/18/2019 13:00,0.113,0.1441,,,,,,,,,,
1/18/2019 12:00,1/18/2019 14:00,0.135,0.1468,,,,,,,,,,
1/18/2019 13:00,1/18/2019 15:00,0.173,0.1656,,,,,,,,,,
1/18/2019 14:00,1/18/2019 16:00,0.201,0.1861,,,,,,,,,,
1/18/2019 15:00,1/18/2019 17:00,0.217,0.1898,,,,,,,,,,
1/18/2019 16:00,1/18/2019 18:00,0.212,0.1653,,,,,,,,,,
1/18/2019 17:00,1/18/2019 19:00,0.196,0.1348,,,,,,,,,,
1/18/2019 18:00,1/18/2019 20:00,0.167,0.1098,,,,,,,,,,
1/18/2019 19:00,1/18/2019 21:00,0.157,0.0938,,,,,,,,,,
1/18/2019 20:00,1/18/2019 22:00,0.166,0.084,,,,,,,,,,
1/18/2019 21:00,1/18/2019 23:00,0.16,0.1026,,,,,,,,,,
1/18/2019 22:00,1/19/2019 0:00,0.133,0.1566,,,,,,,,,,
1/18/2019 23:00,1/19/2019 1:00,0.108,0.2418,,,,,,,,,,
1/19/2019 0:00,1/19/2019 2:00,0.083,0.3136,,,,,,,,,,
1/19/2019 1:00,1/19/2019 3:00,0.065,0.3506,,,,,,,,,,
1/19/2019 2:00,1/19/2019 4:00,0.068,0.3587,,,,,,,,,,
1/19/2019 3:00,1/19/2019 5:00,0.099,0.3479,,,,,,,,,,
1/19/2019 4:00,1/19/2019 6:00,0.141,0.3263,,,,,,,,,,
1/19/2019 5:00,1/19/2019 7:00,0.154,0.3191,,,,,,,,,,
1/19/2019 6:00,1/19/2019 8:00,0.149,0.3272,,,,,,,,,,
1/19/2019 7:00,1/19/2019 9:00,0.145,0.3136,,,,,,,,,,
1/19/2019 8:00,1/19/2019 10:00,0.132,0.291,,,,,,,,,,
1/19/2019 9:00,1/19/2019 11:00,0.112,0.2907,,,,,,,,,,
1/19/2019 10:00,1/19/2019 12:00,0.094,0.3236,,,,,,,,,,
1/19/2019 11:00,1/19/2019 13:00,0.082,0.3429,,,,,,,,,,
1/19/2019 12:00,1/19/2019 14:00,0.067,0.3461,,,,,,,,,,
1/19/2019 13:00,1/19/2019 15:00,0.054,0.3284,,,,,,,,,,
1/19/2019 14:00,1/19/2019 16:00,0.044,0.34,,,,,,,,,,
1/19/2019 15:00,1/19/2019 17:00,0.033,0.3799,,,,,,,,,,
1/19/2019 16:00,1/19/2019 18:00,0.022,0.4341,,,,,,,,,,
1/19/2019 17:00,1/19/2019 19:00,0.027,0.4557,,,,,,,,,,
1/19/2019 18:00,1/19/2019 20:00,0.061,0.4667,,,,,,,,,,
1/19/2019 19:00,1/19/2019 21:00,0.104,0.4752,,,,,,,,,,
1/19/2019 20:00,1/19/2019 22:00,0.126,0.4732,,,,,,,,,,
1/19/2019 21:00,1/19/2019 23:00,0.142,0.4707,,,,,,,,,,
1/19/2019 22:00,1/20/2019 0:00,0.16,0.4792,,,,,,,,,,
1/19/2019 23:00,1/20/2019 1:00,0.18,0.4733,,,,,,,,,,
1/20/2019 0:00,1/20/2019 2:00,0.194,0.4625,,,,,,,,,,
1/20/2019 1:00,1/20/2019 3:00,0.185,0.4348,,,,,,,,,,
1/20/2019 2:00,1/20/2019 4:00,0.185,0.4095,,,,,,,,,,
1/20/2019 3:00,1/20/2019 5:00,0.174,0.4057,,,,,,,,,,
1/20/2019 4:00,1/20/2019 6:00,0.165,0.3998,,,,,,,,,,
1/20/2019 5:00,1/20/2019 7:00,0.181,0.3734,,,,,,,,,,
1/20/2019 6:00,1/20/2019 8:00,0.184,0.3696,,,,,,,,,,
1/20/2019 7:00,1/20/2019 9:00,0.188,0.3467,,,,,,,,,,
1/20/2019 8:00,1/20/2019 10:00,0.181,0.3637,,,,,,,,,,
1/20/2019 9:00,1/20/2019 11:00,0.172,0.3903,,,,,,,,,,
1/20/2019 10:00,1/20/2019 12:00,0.157,0.3986,,,,,,,,,,
1/20/2019 11:00,1/20/2019 13:00,0.153,0.4087,,,,,,,,,,
1/20/2019 12:00,1/20/2019 14:00,0.144,0.4094,,,,,,,,,,
1/20/2019 13:00,1/20/2019 15:00,0.171,0.4218,,,,,,,,,,
1/20/2019 14:00,1/20/2019 16:00,0.182,0.4255,,,,,,,,,,
1/20/2019 15:00,1/20/2019 17:00,0.179,0.4172,,,,,,,,,,
1/20/2019 16:00,1/20/2019 18:00,0.162,0.3915,,,,,,,,,,
1/20/2019 17:00,1/20/2019 19:00,0.168,0.3713,,,,,,,,,,
1/20/2019 18:00,1/20/2019 20:00,0.178,0.3611,,,,,,,,,,
1/20/2019 19:00,1/20/2019 21:00,0.163,0.3647,,,,,,,,,,
1/20/2019 20:00,1/20/2019 22:00,0.157,0.3821,,,,,,,,,,
1/20/2019 21:00,1/20/2019 23:00,0.146,0.3706,,,,,,,,,,
1/20/2019 22:00,1/21/2019 0:00,0.131,0.3623,,,,,,,,,,
1/20/2019 23:00,1/21/2019 1:00,0.114,0.3364,,,,,,,,,,
1/21/2019 0:00,1/21/2019 2:00,0.093,0.3042,,,,,,,,,,
1/21/2019 1:00,1/21/2019 3:00,0.077,0.2549,,,,,,,,,,
1/21/2019 2:00,1/21/2019 4:00,0.065,0.2148,,,,,,,,,,
1/21/2019 3:00,1/21/2019 5:00,0.068,0.1861,,,,,,,,,,
1/21/2019 4:00,1/21/2019 6:00,0.083,0.1682,,,,,,,,,,
1/21/2019 5:00,1/21/2019 7:00,0.093,0.1481,,,,,,,,,,
1/21/2019 6:00,1/21/2019 8:00,0.096,0.1199,,,,,,,,,,
1/21/2019 7:00,1/21/2019 9:00,0.095,0.0961,,,,,,,,,,
1/21/2019 8:00,1/21/2019 10:00,0.079,0.0738,,,,,,,,,,
1/21/2019 9:00,1/21/2019 11:00,0.065,0.0474,,,,,,,,,,
1/21/2019 10:00,1/21/2019 12:00,0.068,0.0318,,,,,,,,,,
1/21/2019 11:00,1/21/2019 13:00,0.08,0.0323,,,,,,,,,,
1/21/2019 12:00,1/21/2019 14:00,0.115,0.0335,,,,,,,,,,
1/21/2019 13:00,1/21/2019 15:00,0.169,0.0423,,,,,,,,,,
1/21/2019 14:00,1/21/2019 16:00,0.205,0.0469,,,,,,,,,,
1/21/2019 15:00,1/21/2019 17:00,0.219,0.0472,,,,,,,,,,
1/21/2019 16:00,1/21/2019 18:00,0.262,0.0442,,,,,,,,,,
1/21/2019 17:00,1/21/2019 19:00,0.28,0.0531,,,,,,,,,,
1/21/2019 18:00,1/21/2019 20:00,0.28,0.0859,,,,,,,,,,
1/21/2019 19:00,1/21/2019 21:00,0.28,0.1381,,,,,,,,,,
1/21/2019 20:00,1/21/2019 22:00,0.265,0.2154,,,,,,,,,,
1/21/2019 21:00,1/21/2019 23:00,0.277,0.2475,,,,,,,,,,
1/21/2019 22:00,1/22/2019 0:00,0.27,0.2233,,,,,,,,,,
1/21/2019 23:00,1/22/2019 1:00,0.292,0.2105,,,,,,,,,,
1/22/2019 0:00,1/22/2019 2:00,0.321,0.186,,,,,,,,,,
1/22/2019 1:00,1/22/2019 3:00,0.36,0.1732,,,,,,,,,,
1/22/2019 2:00,1/22/2019 4:00,0.334,0.172,,,,,,,,,,
1/22/2019 3:00,1/22/2019 5:00,0.323,0.1641,,,,,,,,,,
1/22/2019 4:00,1/22/2019 6:00,0.3,0.1611,,,,,,,,,,
1/22/2019 5:00,1/22/2019 7:00,0.256,0.1599,,,,,,,,,,
1/22/2019 6:00,1/22/2019 8:00,0.247,0.1655,,,,,,,,,,
1/22/2019 7:00,1/22/2019 9:00,0.254,0.1642,,,,,,,,,,
1/22/2019 8:00,1/22/2019 10:00,0.25,0.1887,,,,,,,,,,
1/22/2019 9:00,1/22/2019 11:00,0.22,0.2458,,,,,,,,,,
1/22/2019 10:00,1/22/2019 12:00,0.207,0.3114,,,,,,,,,,
1/22/2019 11:00,1/22/2019 13:00,0.206,0.378,,,,,,,,,,
1/22/2019 12:00,1/22/2019 14:00,0.233,0.4154,,,,,,,,,,
1/22/2019 13:00,1/22/2019 15:00,0.237,0.4223,,,,,,,,,,
1/22/2019 14:00,1/22/2019 16:00,0.218,0.4322,,,,,,,,,,
1/22/2019 15:00,1/22/2019 17:00,0.202,0.4049,,,,,,,,,,
1/22/2019 16:00,1/22/2019 18:00,0.181,0.3515,,,,,,,,,,
1/22/2019 17:00,1/22/2019 19:00,0.182,0.3224,,,,,,,,,,
1/22/2019 18:00,1/22/2019 20:00,0.22,0.2819,,,,,,,,,,
1/22/2019 19:00,1/22/2019 21:00,0.22,0.2977,,,,,,,,,,
1/22/2019 20:00,1/22/2019 22:00,0.182,0.3203,,,,,,,,,,
1/22/2019 21:00,1/22/2019 23:00,0.169,0.3303,,,,,,,,,,
1/22/2019 22:00,1/23/2019 0:00,0.133,0.2938,,,,,,,,,,
1/22/2019 23:00,1/23/2019 1:00,0.074,0.2798,,,,,,,,,,
1/23/2019 0:00,1/23/2019 2:00,0.036,0.2309,,,,,,,,,,
1/23/2019 1:00,1/23/2019 3:00,0.033,0.1763,,,,,,,,,,
1/23/2019 2:00,1/23/2019 4:00,0.052,0.1699,,,,,,,,,,
1/23/2019 3:00,1/23/2019 5:00,0.086,0.149,,,,,,,,,,
1/23/2019 4:00,1/23/2019 6:00,0.112,0.1287,,,,,,,,,,
1/23/2019 5:00,1/23/2019 7:00,0.12,0.1148,,,,,,,,,,
1/23/2019 6:00,1/23/2019 8:00,0.099,0.1041,,,,,,,,,,
1/23/2019 7:00,1/23/2019 9:00,0.08,0.1068,,,,,,,,,,
1/23/2019 8:00,1/23/2019 10:00,0.068,0.1202,,,,,,,,,,
1/23/2019 9:00,1/23/2019 11:00,0.051,0.1394,,,,,,,,,,
1/23/2019 10:00,1/23/2019 12:00,0.046,0.1326,,,,,,,,,,
1/23/2019 11:00,1/23/2019 13:00,0.047,0.133,,,,,,,,,,
1/23/2019 12:00,1/23/2019 14:00,0.067,0.141,,,,,,,,,,
1/23/2019 13:00,1/23/2019 15:00,0.111,0.1455,,,,,,,,,,
1/23/2019 14:00,1/23/2019 16:00,0.14,0.1501,,,,,,,,,,
1/23/2019 15:00,1/23/2019 17:00,0.14,0.1501,,,,,,,,,,
1/23/2019 16:00,1/23/2019 18:00,0.179,0.1618,,,,,,,,,,
1/23/2019 17:00,1/23/2019 19:00,0.188,0.1801,,,,,,,,,,
1/23/2019 18:00,1/23/2019 20:00,0.144,0.2022,,,,,,,,,,
1/23/2019 19:00,1/23/2019 21:00,0.113,0.2287,,,,,,,,,,
1/23/2019 20:00,1/23/2019 22:00,0.112,0.2388,,,,,,,,,,
1/23/2019 21:00,1/23/2019 23:00,0.112,0.2532,,,,,,,,,,
1/23/2019 22:00,1/24/2019 0:00,0.111,0.267,,,,,,,,,,
1/23/2019 23:00,1/24/2019 1:00,0.11,0.2756,,,,,,,,,,
1/24/2019 0:00,1/24/2019 2:00,0.101,0.28,,,,,,,,,,
1/24/2019 1:00,1/24/2019 3:00,0.086,0.2852,,,,,,,,,,
1/24/2019 2:00,1/24/2019 4:00,0.072,0.2978,,,,,,,,,,
1/24/2019 3:00,1/24/2019 5:00,0.065,0.3033,,,,,,,,,,
1/24/2019 4:00,1/24/2019 6:00,0.06,0.2851,,,,,,,,,,
1/24/2019 5:00,1/24/2019 7:00,0.052,0.2793,,,,,,,,,,
1/24/2019 6:00,1/24/2019 8:00,0.035,0.276,,,,,,,,,,
1/24/2019 7:00,1/24/2019 9:00,0.018,0.27,,,,,,,,,,
1/24/2019 8:00,1/24/2019 10:00,0.008,0.2659,,,,,,,,,,
1/24/2019 9:00,1/24/2019 11:00,0.002,0.2647,,,,,,,,,,
1/24/2019 10:00,1/24/2019 12:00,0.001,0.2805,,,,,,,,,,
1/24/2019 11:00,1/24/2019 13:00,0.001,0.2615,,,,,,,,,,
1/24/2019 12:00,1/24/2019 14:00,0.001,0.2443,,,,,,,,,,
1/24/2019 13:00,1/24/2019 15:00,0.001,0.2272,,,,,,,,,,
1/24/2019 14:00,1/24/2019 16:00,0.002,0.2179,,,,,,,,,,
1/24/2019 15:00,1/24/2019 17:00,0.002,0.2012,,,,,,,,,,
1/24/2019 16:00,1/24/2019 18:00,0.004,0.2059,,,,,,,,,,
1/24/2019 17:00,1/24/2019 19:00,0.009,0.1965,,,,,,,,,,
1/24/2019 18:00,1/24/2019 20:00,0.024,0.1912,,,,,,,,,,
1/24/2019 19:00,1/24/2019 21:00,0.047,0.1786,,,,,,,,,,
1/24/2019 20:00,1/24/2019 22:00,0.07,0.1694,,,,,,,,,,
1/24/2019 21:00,1/24/2019 23:00,0.069,0.1433,,,,,,,,,,
1/24/2019 22:00,1/25/2019 0:00,0.077,0.1393,,,,,,,,,,
1/24/2019 23:00,1/25/2019 1:00,0.094,0.1551,,,,,,,,,,
1/25/2019 0:00,1/25/2019 2:00,0.119,0.1918,,,,,,,,,,
1/25/2019 1:00,1/25/2019 3:00,0.143,0.2274,,,,,,,,,,
1/25/2019 2:00,1/25/2019 4:00,0.138,0.2442,,,,,,,,,,
1/25/2019 3:00,1/25/2019 5:00,0.141,0.2488,,,,,,,,,,
1/25/2019 4:00,1/25/2019 6:00,0.144,0.2616,,,,,,,,,,
1/25/2019 5:00,1/25/2019 7:00,0.143,0.2781,,,,,,,,,,
1/25/2019 6:00,1/25/2019 8:00,0.144,0.3097,,,,,,,,,,
1/25/2019 7:00,1/25/2019 9:00,0.146,0.3034,,,,,,,,,,
1/25/2019 8:00,1/25/2019 10:00,0.14,0.2758,,,,,,,,,,
1/25/2019 9:00,1/25/2019 11:00,0.135,0.2359,,,,,,,,,,
1/25/2019 10:00,1/25/2019 12:00,0.141,0.2086,,,,,,,,,,
1/25/2019 11:00,1/25/2019 13:00,0.147,0.1919,,,,,,,,,,
1/25/2019 12:00,1/25/2019 14:00,0.163,0.1918,,,,,,,,,,
1/25/2019 13:00,1/25/2019 15:00,0.188,0.2205,,,,,,,,,,
1/25/2019 14:00,1/25/2019 16:00,0.201,0.2558,,,,,,,,,,
1/25/2019 15:00,1/25/2019 17:00,0.204,0.2888,,,,,,,,,,
1/25/2019 16:00,1/25/2019 18:00,0.217,0.3152,,,,,,,,,,
1/25/2019 17:00,1/25/2019 19:00,0.206,0.3313,,,,,,,,,,
1/25/2019 18:00,1/25/2019 20:00,0.214,0.3437,,,,,,,,,,
1/25/2019 19:00,1/25/2019 21:00,0.22,0.3412,,,,,,,,,,
1/25/2019 20:00,1/25/2019 22:00,0.222,0.3282,,,,,,,,,,
1/25/2019 21:00,1/25/2019 23:00,0.223,0.3217,,,,,,,,,,
1/25/2019 22:00,1/26/2019 0:00,0.22,0.3335,,,,,,,,,,
1/25/2019 23:00,1/26/2019 1:00,0.218,0.3587,,,,,,,,,,
1/26/2019 0:00,1/26/2019 2:00,0.217,0.3874,,,,,,,,,,
1/26/2019 1:00,1/26/2019 3:00,0.217,0.3985,,,,,,,,,,
1/26/2019 2:00,1/26/2019 4:00,0.22,0.4175,,,,,,,,,,
1/26/2019 3:00,1/26/2019 5:00,0.219,0.3854,,,,,,,,,,
1/26/2019 4:00,1/26/2019 6:00,0.218,0.3712,,,,,,,,,,
1/26/2019 5:00,1/26/2019 7:00,0.219,0.363,,,,,,,,,,
1/26/2019 6:00,1/26/2019 8:00,0.22,0.3537,,,,,,,,,,
1/26/2019 7:00,1/26/2019 9:00,0.227,0.3579,,,,,,,,,,
1/26/2019 8:00,1/26/2019 10:00,0.206,0.352,,,,,,,,,,
1/26/2019 9:00,1/26/2019 11:00,0.2,0.3373,,,,,,,,,,
1/26/2019 10:00,1/26/2019 12:00,0.201,0.3312,,,,,,,,,,
1/26/2019 11:00,1/26/2019 13:00,0.193,0.329,,,,,,,,,,
1/26/2019 12:00,1/26/2019 14:00,0.207,0.3326,,,,,,,,,,
1/26/2019 13:00,1/26/2019 15:00,0.203,0.3455,,,,,,,,,,
1/26/2019 14:00,1/26/2019 16:00,0.208,0.3589,,,,,,,,,,
1/26/2019 15:00,1/26/2019 17:00,0.197,0.3343,,,,,,,,,,
1/26/2019 16:00,1/26/2019 18:00,0.196,0.332,,,,,,,,,,
1/26/2019 17:00,1/26/2019 19:00,0.202,0.3249,,,,,,,,,,
1/26/2019 18:00,1/26/2019 20:00,0.243,0.3149,,,,,,,,,,
1/26/2019 19:00,1/26/2019 21:00,0.219,0.308,,,,,,,,,,
1/26/2019 20:00,1/26/2019 22:00,0.248,0.3097,,,,,,,,,,
1/26/2019 21:00,1/26/2019 23:00,0.249,0.3107,,,,,,,,,,
1/26/2019 22:00,1/27/2019 0:00,0.255,0.2974,,,,,,,,,,
1/26/2019 23:00,1/27/2019 1:00,0.213,0.2812,,,,,,,,,,
1/27/2019 0:00,1/27/2019 2:00,0.218,0.2652,,,,,,,,,,
1/27/2019 1:00,1/27/2019 3:00,0.228,0.2596,,,,,,,,,,
1/27/2019 2:00,1/27/2019 4:00,0.223,0.2135,,,,,,,,,,
1/27/2019 3:00,1/27/2019 5:00,0.211,0.1824,,,,,,,,,,
1/27/2019 4:00,1/27/2019 6:00,0.209,0.158,,,,,,,,,,
1/27/2019 5:00,1/27/2019 7:00,0.199,0.1411,,,,,,,,,,
1/27/2019 6:00,1/27/2019 8:00,0.196,0.1426,,,,,,,,,,
1/27/2019 7:00,1/27/2019 9:00,0.159,0.1311,,,,,,,,,,
1/27/2019 8:00,1/27/2019 10:00,0.114,0.109,,,,,,,,,,
1/27/2019 9:00,1/27/2019 11:00,0.07,0.0949,,,,,,,,,,
1/27/2019 10:00,1/27/2019 12:00,0.031,0.0829,,,,,,,,,,
1/27/2019 11:00,1/27/2019 13:00,0.023,0.074,,,,,,,,,,
1/27/2019 12:00,1/27/2019 14:00,0.042,0.0785,,,,,,,,,,
1/27/2019 13:00,1/27/2019 15:00,0.074,0.102,,,,,,,,,,
1/27/2019 14:00,1/27/2019 16:00,0.093,0.1421,,,,,,,,,,
1/27/2019 15:00,1/27/2019 17:00,0.098,0.1674,,,,,,,,,,
1/27/2019 16:00,1/27/2019 18:00,0.1,0.1825,,,,,,,,,,
1/27/2019 17:00,1/27/2019 19:00,0.11,0.1892,,,,,,,,,,
1/27/2019 18:00,1/27/2019 20:00,0.132,0.1839,,,,,,,,,,
1/27/2019 19:00,1/27/2019 21:00,0.161,0.1904,,,,,,,,,,
1/27/2019 20:00,1/27/2019 22:00,0.191,0.2229,,,,,,,,,,
1/27/2019 21:00,1/27/2019 23:00,0.206,0.2622,,,,,,,,,,
1/27/2019 22:00,1/28/2019 0:00,0.205,0.3067,,,,,,,,,,
1/27/2019 23:00,1/28/2019 1:00,0.189,0.3382,,,,,,,,,,
1/28/2019 0:00,1/28/2019 2:00,0.213,0.3961,,,,,,,,,,
1/28/2019 1:00,1/28/2019 3:00,0.223,0.4657,,,,,,,,,,
1/28/2019 2:00,1/28/2019 4:00,0.194,0.4772,,,,,,,,,,
1/28/2019 3:00,1/28/2019 5:00,0.168,0.5031,,,,,,,,,,
1/28/2019 4:00,1/28/2019 6:00,0.16,0.507,,,,,,,,,,
1/28/2019 5:00,1/28/2019 7:00,0.174,0.527,,,,,,,,,,
1/28/2019 6:00,1/28/2019 8:00,0.19,0.5345,,,,,,,,,,
1/28/2019 7:00,1/28/2019 9:00,0.202,0.5266,,,,,,,,,,
1/28/2019 8:00,1/28/2019 10:00,0.201,0.5048,,,,,,,,,,
1/28/2019 9:00,1/28/2019 11:00,0.224,0.4823,,,,,,,,,,
1/28/2019 10:00,1/28/2019 12:00,0.219,0.4694,,,,,,,,,,
1/28/2019 11:00,1/28/2019 13:00,0.197,0.4581,,,,,,,,,,
1/28/2019 12:00,1/28/2019 14:00,0.212,0.4548,,,,,,,,,,
1/28/2019 13:00,1/28/2019 15:00,0.243,0.4576,,,,,,,,,,
1/28/2019 14:00,1/28/2019 16:00,0.264,0.4619,,,,,,,,,,
1/28/2019 15:00,1/28/2019 17:00,0.274,0.4529,,,,,,,,,,
